################################################################################
#
# Includes account 89 (Project=LWAradio)
# Generated on Fri Dec 13 11:51:32 2013.
# Reporting account activity from -Infinity to Now.
#
################################################################################

Beginning Balance:                 0.00
------------------ --------------------
Total Credits:                     0.00
Total Debits:                -784171.40
------------------ --------------------
Ending Balance:              3215828.60

Warning: A discrepancy of         -14400000000 credits was detected
UsageRecord Charge 6021     LWAradio ilikeit torque     -0.31 2013-05-26 21:05:46 
UsageRecord Charge 6022     LWAradio ilikeit torque     -1.48 2013-05-26 21:17:30 
UsageRecord Charge 6023     LWAradio ilikeit torque     -0.12 2013-05-26 21:18:14 
UsageRecord Charge 6024     LWAradio ilikeit torque     -2.28 2013-05-26 21:38:35 
UsageRecord Charge 6025     LWAradio ilikeit torque     -1.61 2013-05-26 21:38:37 
UsageRecord Charge 6029     LWAradio ilikeit torque     -0.12 2013-05-26 21:46:19 
UsageRecord Charge 6031     LWAradio ilikeit torque     -2.27 2013-05-26 21:59:15 
UsageRecord Charge 6035     LWAradio ilikeit torque     -2.28 2013-05-26 22:15:01 
UsageRecord Charge 6039     LWAradio ilikeit torque     -1.46 2013-05-26 22:20:44 
UsageRecord Charge 6042     LWAradio ilikeit torque     -0.00 2013-05-26 22:37:45 
UsageRecord Charge 6043     LWAradio ilikeit torque     -0.04 2013-05-26 22:41:56 
UsageRecord Charge 6044     LWAradio ilikeit torque     -0.16 2013-05-26 22:52:47 
UsageRecord Charge 6048     LWAradio ilikeit torque     -0.23 2013-05-26 23:21:43 
UsageRecord Charge 6049     LWAradio ilikeit torque     -0.03 2013-05-26 23:27:10 
UsageRecord Charge 6050     LWAradio ilikeit torque     -4.20 2013-05-26 23:47:30 
UsageRecord Charge 6051     LWAradio ilikeit torque     -3.32 2013-05-27 00:06:19 
UsageRecord Charge 6052     LWAradio ilikeit torque     -1.94 2013-05-27 00:31:49 
UsageRecord Charge 6053     LWAradio ilikeit torque     -0.78 2013-05-27 02:54:26 
UsageRecord Charge 6054     LWAradio ilikeit torque     -0.90 2013-05-27 03:03:04 
UsageRecord Charge 6055     LWAradio ilikeit torque     -1.27 2013-05-27 03:09:38 
UsageRecord Charge 6056     LWAradio ilikeit torque     -4.70 2013-05-27 04:27:30 
UsageRecord Charge 6057     LWAradio ilikeit torque     -1.23 2013-05-27 04:34:05 
UsageRecord Charge 6058     LWAradio ilikeit torque     -0.03 2013-05-27 04:38:26 
UsageRecord Charge 6059     LWAradio ilikeit torque     -3.41 2013-05-27 04:53:47 
UsageRecord Charge 6060     LWAradio ilikeit torque     -0.57 2013-05-27 04:57:46 
UsageRecord Charge 6061     LWAradio ilikeit torque     -4.48 2013-05-27 09:27:41 
UsageRecord Charge 6069     LWAradio ilikeit torque     -4.57 2013-05-27 16:43:51 
UsageRecord Charge 6093     LWAradio ilikeit torque     -0.50 2013-05-27 17:23:44 
UsageRecord Charge 6096     LWAradio ilikeit torque     -0.00 2013-05-27 18:08:02 
UsageRecord Charge 6098     LWAradio ilikeit torque     -0.00 2013-05-27 18:10:01 
UsageRecord Charge 6099     LWAradio ilikeit torque     -0.82 2013-05-27 19:01:17 
UsageRecord Charge 6144     LWAradio ilikeit torque     -0.31 2013-05-28 12:50:11 
UsageRecord Charge 6180     LWAradio ilikeit torque     -1.17 2013-05-28 13:10:48 
UsageRecord Charge 6183     LWAradio ilikeit torque     -0.00 2013-05-28 13:18:52 
UsageRecord Charge 6182     LWAradio ilikeit torque     -0.84 2013-05-28 13:20:24 
UsageRecord Charge 6184     LWAradio ilikeit torque     -0.00 2013-05-28 13:24:55 
UsageRecord Charge 6185     LWAradio ilikeit torque     -0.01 2013-05-28 13:27:24 
UsageRecord Charge 6186     LWAradio ilikeit torque     -0.01 2013-05-28 13:32:20 
UsageRecord Charge 6190     LWAradio ilikeit torque     -0.08 2013-05-28 13:51:13 
UsageRecord Charge 6191     LWAradio ilikeit torque     -0.04 2013-05-28 13:52:36 
UsageRecord Charge 6197     LWAradio ilikeit torque     -0.01 2013-05-28 14:08:01 
UsageRecord Charge 6193     LWAradio ilikeit torque     -3.66 2013-05-28 14:09:48 
UsageRecord Charge 6203     LWAradio ilikeit torque     -0.01 2013-05-28 14:12:38 
UsageRecord Charge 6187     LWAradio ilikeit torque     -6.56 2013-05-28 14:30:42 
UsageRecord Charge 6205     LWAradio ilikeit torque     -6.34 2013-05-28 14:43:02 
UsageRecord Charge 6232     LWAradio ilikeit torque     -0.03 2013-05-28 17:19:48 
UsageRecord Charge 6233     LWAradio ilikeit torque     -0.03 2013-05-28 17:23:36 
UsageRecord Charge 6236     LWAradio ilikeit torque     -0.03 2013-05-28 17:28:27 
UsageRecord Charge 6237     LWAradio ilikeit torque     -0.05 2013-05-28 17:29:17 
UsageRecord Charge 6238     LWAradio ilikeit torque     -0.10 2013-05-28 17:30:30 
UsageRecord Charge 6239     LWAradio ilikeit torque     -1.11 2013-05-28 17:36:07 
UsageRecord Charge 6240     LWAradio ilikeit torque     -7.63 2013-05-28 18:11:59 
UsageRecord Charge 6241     LWAradio ilikeit torque     -1.76 2013-05-28 18:19:51 
UsageRecord Charge 6242     LWAradio ilikeit torque     -4.84 2013-05-28 19:03:22 
UsageRecord Charge 6244     LWAradio ilikeit torque     -0.03 2013-05-28 19:15:09 
UsageRecord Charge 6245     LWAradio ilikeit torque     -0.03 2013-05-28 19:15:52 
UsageRecord Charge 6243     LWAradio ilikeit torque     -1.35 2013-05-28 19:16:03 
UsageRecord Charge 6246     LWAradio ilikeit torque     -6.09 2013-05-28 19:40:31 
UsageRecord Charge 6247     LWAradio ilikeit torque     -2.31 2013-05-28 19:52:39 
UsageRecord Charge 6248     LWAradio ilikeit torque     -4.94 2013-05-28 20:12:34 
UsageRecord Charge 6252     LWAradio ilikeit torque     -0.16 2013-05-28 21:13:16 
UsageRecord Charge 6250     LWAradio ilikeit torque     -2.80 2013-05-28 21:23:20 
UsageRecord Charge 6265     LWAradio ilikeit torque     -9.67 2013-05-28 23:58:53 
UsageRecord Charge 6272     LWAradio ilikeit torque     -4.22 2013-05-29 00:22:41 
UsageRecord Charge 6273     LWAradio ilikeit torque     -2.44 2013-05-29 00:26:53 
UsageRecord Charge 6276     LWAradio ilikeit torque     -1.02 2013-05-29 00:35:41 
UsageRecord Charge 6274     LWAradio ilikeit torque   -110.00 2013-05-29 00:36:23 
UsageRecord Charge 6268     LWAradio ilikeit torque     -8.45 2013-05-29 00:38:16 
UsageRecord Charge 6277     LWAradio ilikeit torque    -29.87 2013-05-29 00:45:29 
UsageRecord Charge 6278     LWAradio ilikeit torque     -8.82 2013-05-29 00:47:28 
UsageRecord Charge 6279     LWAradio ilikeit torque  -2112.85 2013-05-29 02:52:35 
UsageRecord Charge 6288     LWAradio ilikeit torque     -0.78 2013-05-29 10:51:10 
UsageRecord Charge 6289     LWAradio ilikeit torque     -0.35 2013-05-29 10:51:11 
UsageRecord Charge 6291     LWAradio ilikeit torque     -0.80 2013-05-29 11:45:46 
UsageRecord Charge 6294     LWAradio ilikeit torque     -0.20 2013-05-29 11:59:41 
UsageRecord Charge 6318     LWAradio ilikeit torque    -11.60 2013-05-29 19:11:51 
UsageRecord Charge 6319     LWAradio ilikeit torque     -8.14 2013-05-29 19:49:05 
UsageRecord Charge 6320     LWAradio ilikeit torque     -1.47 2013-05-29 19:50:52 
UsageRecord Charge 6324     LWAradio ilikeit torque     -2.83 2013-05-29 20:06:30 
UsageRecord Charge 6349     LWAradio ilikeit torque     -0.03 2013-05-30 09:22:24 
UsageRecord Charge 6351     LWAradio ilikeit torque     -0.01 2013-05-30 09:23:19 
UsageRecord Charge 6353     LWAradio ilikeit torque     -0.05 2013-05-30 09:26:23 
UsageRecord Charge 6352     LWAradio ilikeit torque     -0.14 2013-05-30 09:26:39 
UsageRecord Charge 6378     LWAradio ilikeit torque     -0.13 2013-05-30 11:14:28 
UsageRecord Charge 6388     LWAradio ilikeit torque     -0.10 2013-05-30 11:37:35 
UsageRecord Charge 6389     LWAradio ilikeit torque     -0.03 2013-05-30 11:39:19 
UsageRecord Charge 6379     LWAradio ilikeit torque     -8.21 2013-05-30 11:45:17 
UsageRecord Charge 6391     LWAradio ilikeit torque     -0.41 2013-05-30 11:52:38 
UsageRecord Charge 6390     LWAradio ilikeit torque     -0.60 2013-05-30 11:52:38 
UsageRecord Charge 6394     LWAradio ilikeit torque     -0.14 2013-05-30 12:07:18 
UsageRecord Charge 6397     LWAradio ilikeit torque     -0.31 2013-05-30 12:10:30 
UsageRecord Charge 6392     LWAradio ilikeit torque     -8.22 2013-05-30 12:23:34 
UsageRecord Charge 6401     LWAradio ilikeit torque     -0.44 2013-05-30 12:32:36 
UsageRecord Charge 6402     LWAradio ilikeit torque     -8.25 2013-05-30 13:06:38 
UsageRecord Charge 6403     LWAradio ilikeit torque     -8.17 2013-05-30 13:17:15 
UsageRecord Charge 6412     LWAradio ilikeit torque     -0.04 2013-05-30 13:43:40 
UsageRecord Charge 6413     LWAradio ilikeit torque    -16.07 2013-05-30 14:45:25 
UsageRecord Charge 6428     LWAradio ilikeit torque     -0.07 2013-05-30 18:05:26 
UsageRecord Charge 6427     LWAradio ilikeit torque     -4.40 2013-05-30 18:11:27 
UsageRecord Charge 6429     LWAradio ilikeit torque     -2.92 2013-05-30 18:20:54 
UsageRecord Charge 6430     LWAradio ilikeit torque     -1.97 2013-05-30 18:31:04 
UsageRecord Charge 6431     LWAradio ilikeit torque     -0.04 2013-05-30 18:46:10 
UsageRecord Charge 6432     LWAradio ilikeit torque     -0.03 2013-05-30 19:18:47 
UsageRecord Charge 6433     LWAradio ilikeit torque     -0.04 2013-05-30 19:19:44 
UsageRecord Charge 6434     LWAradio ilikeit torque     -1.66 2013-05-30 19:27:47 
UsageRecord Charge 6451     LWAradio ilikeit torque     -0.07 2013-05-30 22:56:56 
UsageRecord Charge 6452     LWAradio ilikeit torque     -0.05 2013-05-30 23:00:33 
UsageRecord Charge 6455     LWAradio ilikeit torque     -0.03 2013-05-30 23:09:52 
UsageRecord Charge 6456     LWAradio ilikeit torque     -0.03 2013-05-30 23:09:53 
UsageRecord Charge 6457     LWAradio ilikeit torque     -0.03 2013-05-30 23:09:53 
UsageRecord Charge 6459     LWAradio ilikeit torque     -0.03 2013-05-30 23:09:54 
UsageRecord Charge 6458     LWAradio ilikeit torque     -0.03 2013-05-30 23:09:54 
UsageRecord Charge 6453     LWAradio ilikeit torque     -2.88 2013-05-30 23:12:11 
UsageRecord Charge 6454     LWAradio ilikeit torque     -1.35 2013-05-30 23:14:31 
UsageRecord Charge 6464     LWAradio ilikeit torque     -0.07 2013-05-30 23:18:22 
UsageRecord Charge 6465     LWAradio ilikeit torque     -0.80 2013-05-30 23:27:19 
UsageRecord Charge 6467     LWAradio ilikeit torque     -2.75 2013-05-30 23:41:17 
UsageRecord Charge 6496     LWAradio ilikeit torque    -18.98 2013-05-31 12:11:21 
UsageRecord Charge 6498     LWAradio ilikeit torque    -80.36 2013-05-31 12:43:05 
UsageRecord Charge 6511     LWAradio ilikeit torque     -0.18 2013-05-31 13:22:31 
UsageRecord Charge 6512     LWAradio ilikeit torque     -0.04 2013-05-31 13:24:56 
UsageRecord Charge 6521     LWAradio ilikeit torque     -0.04 2013-05-31 14:37:31 
UsageRecord Charge 6522     LWAradio ilikeit torque     -0.11 2013-05-31 15:30:08 
UsageRecord Charge 6524     LWAradio ilikeit torque     -0.02 2013-05-31 15:31:47 
UsageRecord Charge 6525     LWAradio ilikeit torque     -0.09 2013-05-31 15:32:56 
UsageRecord Charge 6526     LWAradio ilikeit torque     -0.08 2013-05-31 16:01:59 
UsageRecord Charge 6527     LWAradio ilikeit torque     -0.09 2013-05-31 16:08:35 
UsageRecord Charge 6528     LWAradio ilikeit torque     -0.07 2013-05-31 16:10:55 
UsageRecord Charge 6529     LWAradio ilikeit torque     -0.02 2013-05-31 16:19:18 
UsageRecord Charge 6530     LWAradio ilikeit torque     -0.06 2013-05-31 16:20:55 
UsageRecord Charge 6531     LWAradio ilikeit torque     -0.06 2013-05-31 16:25:04 
UsageRecord Charge 6532     LWAradio ilikeit torque     -0.06 2013-05-31 16:26:31 
UsageRecord Charge 6533     LWAradio ilikeit torque     -0.05 2013-05-31 16:27:26 
UsageRecord Charge 6534     LWAradio ilikeit torque     -0.12 2013-05-31 16:39:33 
UsageRecord Charge 6537     LWAradio ilikeit torque     -0.11 2013-05-31 19:50:59 
UsageRecord Charge 6538     LWAradio ilikeit torque     -0.16 2013-05-31 19:53:08 
UsageRecord Charge 6539     LWAradio ilikeit torque     -0.01 2013-05-31 19:55:34 
UsageRecord Charge 6564     LWAradio ilikeit torque     -1.42 2013-06-01 09:48:47 
UsageRecord Charge 6565     LWAradio ilikeit torque     -0.40 2013-06-01 09:54:56 
UsageRecord Charge 6566     LWAradio ilikeit torque     -0.36 2013-06-01 09:57:06 
UsageRecord Charge 6567     LWAradio ilikeit torque     -0.18 2013-06-01 09:58:59 
UsageRecord Charge 6568     LWAradio ilikeit torque     -0.08 2013-06-01 10:00:56 
UsageRecord Charge 6569     LWAradio ilikeit torque     -0.09 2013-06-01 10:02:30 
UsageRecord Charge 6570     LWAradio ilikeit torque     -0.08 2013-06-01 10:08:32 
UsageRecord Charge 6571     LWAradio ilikeit torque     -0.03 2013-06-01 10:09:48 
UsageRecord Charge 6572     LWAradio ilikeit torque     -0.10 2013-06-01 10:27:37 
UsageRecord Charge 6573     LWAradio ilikeit torque     -0.10 2013-06-01 10:28:35 
UsageRecord Charge 6574     LWAradio ilikeit torque     -0.11 2013-06-01 10:30:15 
UsageRecord Charge 6575     LWAradio ilikeit torque     -0.10 2013-06-01 10:32:01 
UsageRecord Charge 6576     LWAradio ilikeit torque     -0.02 2013-06-01 10:35:31 
UsageRecord Charge 6577     LWAradio ilikeit torque     -0.08 2013-06-01 10:36:20 
UsageRecord Charge 6578     LWAradio ilikeit torque     -0.44 2013-06-01 10:41:11 
UsageRecord Charge 6579     LWAradio ilikeit torque     -0.00 2013-06-01 10:43:41 
UsageRecord Charge 6580     LWAradio ilikeit torque     -0.67 2013-06-01 11:02:21 
UsageRecord Charge 6581     LWAradio ilikeit torque     -0.67 2013-06-01 12:07:44 
UsageRecord Charge 6582     LWAradio ilikeit torque     -0.44 2013-06-01 12:09:59 
UsageRecord Charge 6583     LWAradio ilikeit torque     -1.29 2013-06-01 12:14:11 
UsageRecord Charge 6584     LWAradio ilikeit torque     -0.12 2013-06-01 12:14:34 
UsageRecord Charge 6585     LWAradio ilikeit torque     -1.42 2013-06-01 12:16:34 
UsageRecord Charge 6586     LWAradio ilikeit torque     -0.49 2013-06-01 12:19:15 
UsageRecord Charge 6589     LWAradio ilikeit torque     -0.58 2013-06-01 12:27:38 
UsageRecord Charge 6590     LWAradio ilikeit torque     -0.58 2013-06-01 12:27:38 
UsageRecord Charge 6588     LWAradio ilikeit torque     -1.69 2013-06-01 12:27:50 
UsageRecord Charge 6607     LWAradio ilikeit torque     -0.36 2013-06-02 00:12:21 
UsageRecord Charge 6608     LWAradio ilikeit torque     -0.40 2013-06-02 00:13:20 
UsageRecord Charge 6609     LWAradio ilikeit torque     -7.11 2013-06-02 00:22:46 
UsageRecord Charge 6610     LWAradio ilikeit torque     -9.10 2013-06-02 00:23:23 
UsageRecord Charge 6611     LWAradio ilikeit torque     -0.40 2013-06-02 00:32:42 
UsageRecord Charge 6612     LWAradio ilikeit torque    -81.78 2013-06-02 01:04:09 
UsageRecord Charge 6620     LWAradio ilikeit torque    -14.62 2013-06-02 09:04:17 
UsageRecord Charge 6622     LWAradio ilikeit torque     -4.22 2013-06-02 09:58:14 
UsageRecord Charge 6623     LWAradio ilikeit torque   -664.04 2013-06-02 14:15:30 
UsageRecord Charge 6696     LWAradio ilikeit torque     -0.12 2013-06-06 13:54:31 
UsageRecord Charge 6697     LWAradio ilikeit torque     -0.07 2013-06-06 13:56:12 
UsageRecord Charge 6700     LWAradio ilikeit torque     -0.09 2013-06-06 14:01:14 
UsageRecord Charge 6704     LWAradio ilikeit torque     -0.10 2013-06-06 14:05:12 
UsageRecord Charge 6706     LWAradio ilikeit torque     -0.07 2013-06-06 14:07:22 
UsageRecord Charge 6708     LWAradio ilikeit torque     -0.09 2013-06-06 14:09:51 
UsageRecord Charge 6715     LWAradio ilikeit torque     -0.08 2013-06-06 14:20:41 
UsageRecord Charge 6720     LWAradio ilikeit torque     -0.07 2013-06-06 14:29:52 
UsageRecord Charge 6718     LWAradio ilikeit torque     -1.70 2013-06-06 14:29:52 
UsageRecord Charge 6726     LWAradio ilikeit torque     -0.06 2013-06-06 14:34:38 
UsageRecord Charge 6727     LWAradio ilikeit torque     -0.01 2013-06-06 14:36:39 
UsageRecord Charge 6863     LWAradio ilikeit torque     -1.11 2013-06-07 15:49:26 
UsageRecord Charge 6864     LWAradio ilikeit torque     -1.33 2013-06-07 15:52:17 
UsageRecord Charge 6865     LWAradio ilikeit torque     -0.67 2013-06-07 15:53:51 
UsageRecord Charge 6866     LWAradio ilikeit torque    -81.69 2013-06-07 16:25:28 
UsageRecord Charge 6877     LWAradio ilikeit torque    -37.51 2013-06-07 16:45:21 
UsageRecord Charge 6881     LWAradio ilikeit torque     -2.89 2013-06-07 16:45:21 
UsageRecord Charge 6885     LWAradio ilikeit torque     -0.03 2013-06-07 16:48:02 
UsageRecord Charge 6886     LWAradio ilikeit torque     -0.04 2013-06-07 16:48:52 
UsageRecord Charge 6887     LWAradio ilikeit torque     -0.03 2013-06-07 16:50:21 
UsageRecord Charge 6888     LWAradio ilikeit torque     -0.03 2013-06-07 16:54:20 
UsageRecord Charge 6889     LWAradio ilikeit torque     -0.04 2013-06-07 16:56:25 
UsageRecord Charge 6890     LWAradio ilikeit torque     -0.01 2013-06-07 16:58:06 
UsageRecord Charge 6891     LWAradio ilikeit torque     -0.03 2013-06-07 17:00:41 
UsageRecord Charge 6892     LWAradio ilikeit torque     -0.03 2013-06-07 17:05:04 
UsageRecord Charge 6893     LWAradio ilikeit torque     -0.03 2013-06-07 17:07:07 
UsageRecord Charge 6894     LWAradio ilikeit torque     -0.03 2013-06-07 17:08:01 
UsageRecord Charge 6895     LWAradio ilikeit torque     -0.02 2013-06-07 17:09:53 
UsageRecord Charge 6896     LWAradio ilikeit torque     -0.04 2013-06-07 17:11:08 
UsageRecord Charge 6897     LWAradio ilikeit torque     -0.04 2013-06-07 17:12:53 
UsageRecord Charge 6898     LWAradio ilikeit torque     -0.04 2013-06-07 17:15:30 
UsageRecord Charge 6899     LWAradio ilikeit torque     -0.04 2013-06-07 17:22:33 
UsageRecord Charge 6900     LWAradio ilikeit torque     -0.01 2013-06-07 17:24:19 
UsageRecord Charge 6901     LWAradio ilikeit torque     -0.03 2013-06-07 17:25:58 
UsageRecord Charge 6902     LWAradio ilikeit torque     -0.03 2013-06-07 17:27:42 
UsageRecord Charge 6903     LWAradio ilikeit torque     -0.04 2013-06-07 17:28:31 
UsageRecord Charge 6904     LWAradio ilikeit torque     -0.04 2013-06-07 17:33:07 
UsageRecord Charge 6905     LWAradio ilikeit torque     -0.01 2013-06-07 17:34:14 
UsageRecord Charge 6906     LWAradio ilikeit torque     -0.05 2013-06-07 17:36:17 
UsageRecord Charge 6907     LWAradio ilikeit torque     -0.01 2013-06-07 17:37:28 
UsageRecord Charge 6908     LWAradio ilikeit torque     -0.04 2013-06-07 17:46:06 
UsageRecord Charge 6909     LWAradio ilikeit torque     -0.04 2013-06-07 17:47:03 
UsageRecord Charge 6910     LWAradio ilikeit torque     -0.04 2013-06-07 17:48:02 
UsageRecord Charge 6911     LWAradio ilikeit torque     -0.04 2013-06-07 17:57:23 
UsageRecord Charge 6912     LWAradio ilikeit torque     -0.04 2013-06-07 18:02:12 
UsageRecord Charge 6913     LWAradio ilikeit torque     -0.04 2013-06-07 18:10:21 
UsageRecord Charge 6914     LWAradio ilikeit torque     -0.01 2013-06-07 18:12:11 
UsageRecord Charge 6915     LWAradio ilikeit torque     -0.01 2013-06-07 18:14:32 
UsageRecord Charge 6916     LWAradio ilikeit torque     -0.04 2013-06-07 18:15:31 
UsageRecord Charge 6917     LWAradio ilikeit torque     -1.42 2013-06-07 18:16:34 
UsageRecord Charge 6918     LWAradio ilikeit torque     -1.11 2013-06-07 18:19:35 
UsageRecord Charge 6992     LWAradio ilikeit torque     -0.04 2013-06-09 10:48:10 
UsageRecord Charge 6993     LWAradio ilikeit torque     -0.04 2013-06-09 10:49:57 
UsageRecord Charge 6994     LWAradio ilikeit torque     -0.14 2013-06-09 10:51:38 
UsageRecord Charge 6997     LWAradio ilikeit torque     -0.01 2013-06-09 11:01:49 
UsageRecord Charge 6998     LWAradio ilikeit torque     -0.16 2013-06-09 11:02:07 
UsageRecord Charge 7000     LWAradio ilikeit torque     -0.62 2013-06-09 11:03:39 
UsageRecord Charge 7049     LWAradio ilikeit torque     -1.16 2013-06-10 10:26:19 
UsageRecord Charge 7156     LWAradio ilikeit torque     -1.29 2013-06-10 17:01:32 
UsageRecord Charge 7157     LWAradio ilikeit torque    -20.09 2013-06-10 17:12:46 
UsageRecord Charge 7158     LWAradio ilikeit torque     -4.49 2013-06-10 17:16:33 
UsageRecord Charge 7159     LWAradio ilikeit torque     -4.49 2013-06-10 17:22:24 
UsageRecord Charge 7160     LWAradio ilikeit torque    -19.51 2013-06-10 17:35:35 
UsageRecord Charge 7161     LWAradio ilikeit torque    -10.93 2013-06-10 17:52:01 
UsageRecord Charge 7169     LWAradio ilikeit torque    -81.02 2013-06-11 02:08:29 
UsageRecord Charge 7175     LWAradio ilikeit torque   -124.27 2013-06-11 02:56:50 
UsageRecord Charge 7208     LWAradio ilikeit torque     -3.11 2013-06-11 09:07:50 
UsageRecord Charge 7212     LWAradio ilikeit torque   -871.07 2013-06-11 14:59:29 
UsageRecord Charge 7211     LWAradio ilikeit torque  -1518.49 2013-06-11 19:02:40 
UsageRecord Charge 7213     LWAradio ilikeit torque  -1123.69 2013-06-11 20:35:51 
UsageRecord Charge 7214     LWAradio ilikeit torque   -992.93 2013-06-11 21:12:21 
UsageRecord Charge 7210     LWAradio ilikeit torque  -2565.78 2013-06-12 01:29:35 
UsageRecord Charge 7215     LWAradio ilikeit torque   -896.13 2013-06-12 04:01:16 
UsageRecord Charge 7247     LWAradio ilikeit torque   -982.49 2013-06-12 07:39:15 
UsageRecord Charge 7248     LWAradio ilikeit torque   -690.84 2013-06-12 08:21:41 
UsageRecord Charge 7249     LWAradio ilikeit torque   -416.31 2013-06-12 09:20:41 
UsageRecord Charge 7255     LWAradio ilikeit torque   -111.47 2013-06-12 09:57:38 
UsageRecord Charge 7209     LWAradio ilikeit torque  -4400.93 2013-06-12 12:44:46 
UsageRecord Charge 7258     LWAradio ilikeit torque   -801.38 2013-06-12 15:00:20 
UsageRecord Charge 7259     LWAradio ilikeit torque   -802.04 2013-06-12 15:22:28 
UsageRecord Charge 7291     LWAradio ilikeit torque   -800.84 2013-06-12 20:02:19 
UsageRecord Charge 7313     LWAradio ilikeit torque     -1.38 2013-06-12 22:28:49 
UsageRecord Charge 7314     LWAradio ilikeit torque    -34.84 2013-06-12 22:43:08 
UsageRecord Charge 7315     LWAradio ilikeit torque     -2.98 2013-06-12 22:44:38 
